"","X","nei","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"230",10,10,"LAT",1,1,1936,180070,1,1936,65,220,186.022727272727,65,9.59190411575532,0.0561423737366336,0.000155513609893885,0.552471068039419,9,0.00174555321696154,0.592172582007219,0.00491242347536562,203.565512015548,0.507723557405753,0.017559314070942,6.9504132231405,5,3.38437653490508,8584.1049582102,1835,10630.0227272727,3150.52731003338,13410,20579724,0.577422431427037
"231",11,11,"LAT",1,1,1936,212454,1,1936,77,264,219.477272727273,77,13.6227816512008,0.0681591452674995,0.000168482177648709,0.527499165652601,8,0.00163106439053209,0.597068870403635,0.00415097162936116,240.907452348428,0.499684213548166,0.0230091613812544,6.36363636363636,4,3.12215175005873,8782.3751084444,2590,14980.2272727273,4626.99788886551,19350,29001720,0.563919760538097
"232",12,12,"LAT",1,1,1936,246818,1,1936,90,312,254.977272727273,90,18.75289299254,0.0814528792350973,0.000181043047296815,0.503910391482398,8,0.00148591776703624,0.602347173567452,0.00356476717447764,280.523229443879,0.491655705368859,0.0294691097016678,5.87603305785124,4,2.90417921284729,8972.33675904322,3557,20472.4400826446,6563.87578661757,27090,39634644,0.549197106392101
"233",13,13,"LAT",1,1,1936,283010,1,1936,104,364,292.365702479339,104,25.1359808672086,0.0960249723126961,0.000193247874987094,0.479596489167197,7,0.00134300744073179,0.607282814679816,0.00310380448227649,322.1852425661,0.483569687737211,0.0370203087962073,5.45867768595041,4,2.71947701112606,9120.35123577437,4768,27228.8863636364,9026.69959193267,36918,52715124,0.533113399565572
"234",14,14,"LAT",1,1,1936,320880,1,1936,119,420,331.487603305785,119,32.9233355050667,0.111865621702528,0.000205118577580431,0.496992550138974,7,0.00119869658234927,0.612551720998156,0.00273474227729486,365.665170097556,0.475375389952637,0.0457428406688449,5.09917355371901,4,2.56080573173596,9268.59284959993,6265,35416.0661157025,12101.2519132731,49224,68565504,0.515492451153805
"235",15,15,"LAT",1,1,1936,360280,1,1936,135,480,372.190082644628,135,42.2604213374177,0.128952791662243,0.000216631201438477,0.437189092001756,6,0.00105914764479263,0.617709493839848,0.00243465483857814,410.73583990411,0.467084851081079,0.0557157195634997,4.81404958677686,3,2.42360497149081,9356.24783422983,8085,45149.0454545455,15850.427904722,64344,87408552,0.496117306886814
"236",16,16,"LAT",1,1,1936,401064,1,1936,152,544,414.322314049587,152,53.2833297585364,0.147251110503533,0.000227783087209784,0.403794799277363,6,0.000971324875962056,0.623180903598278,0.00218735639221228,457.172870210055,0.458766802733958,0.0670168919640378,4.53512396694215,3,2.30413009588485,9443.17125437646,10276,56586.458677686,20355.6932744264,82728,109551384,0.474727390154648
"237",17,17,"LAT",1,1,1936,443088,1,1936,170,612,457.735537190083,170,66.1151849291382,0.166711085607383,0.000238625468616752,0.407978005946276,6,0.000925357574422451,0.628680750051605,0.00198115484089746,504.756104549102,0.450526310568493,0.0797232365942725,4.28099173553719,3,2.19872295897666,9533.74107951442,12880,69829.8842975207,25669.034208637,104760,135190656,0.451062490314487
"238",18,18,"LAT",1,1,1936,486210,1,1936,189,684,502.28305785124,189,80.8631473605719,0.187269679075765,0.000249197681177816,0.379331995613873,5,0.000902557633165546,0.634495433077845,0.00180743261325389,553.270972686344,0.442478783072646,0.093910564417964,4.08057851239669,3,2.10469173767271,9615.72150778093,15951,85023.0185950413,31857.7166713791,130950,164604564,0.424977183007196
"239",19,19,"LAT",1,1,1936,530290,1,1936,209,760,547.820247933884,209,97.6161010604169,0.208851584580458,0.000259514982145831,0.371546081708641,5,0.000894607444189812,0.640437231860153,0.00165972422952626,602.509731562714,0.434736270107492,0.109653618638819,3.89669421487603,3,2.02022337540308,9664.72545649515,19536,102248.200413223,38952.691617966,161730,197952516,0.396545210053117
"240",20,20,"LAT",1,1,1936,575190,1,1936,230,840,594.204545454545,230,116.442476454234,0.231369859315344,0.000269579565355,0.341937643750145,5,0.000892762548978222,0.646711368617208,0.00153310175246561,652.27242640076,0.427402019880114,0.127026074700493,3.72727272727273,3,1.94397676554125,9699.0907794804,23695,121627.772727273,46994.9112145569,197670,235471368,0.366098272132091
